,0,1
10,std_train_score,"[  1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.12781362e-03   1.12781362e-03   1.12781362e-03   1.12781362e-03
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   5.49462451e-04   5.49462451e-04   5.49462451e-04   5.49462451e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   5.57173797e-04   5.57173797e-04   5.57173797e-04   5.57173797e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   4.60566016e-04   4.60566016e-04   4.60566016e-04   4.60566016e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   4.41457583e-04   4.41457583e-04   4.41457583e-04   4.41457583e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   4.49929721e-04   4.49929721e-04   4.49929721e-04   4.49929721e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   4.08579164e-04   4.08579164e-04   4.08579164e-04   4.08579164e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   4.08315182e-04   4.08315182e-04   4.08315182e-04   4.08315182e-04
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   1.41862323e-05   1.41862323e-05   1.41862323e-05   1.41862323e-05
   3.56057540e-04   3.56057540e-04   3.56057540e-04   3.56057540e-04]"
11,mean_fit_time,"[ 780.13794359  644.31614391  580.25400813  579.7118276   630.3648955
  631.32662733  753.02513282  747.38098764  617.1225307   617.265812
  616.95725131  619.0244538   804.60373394  800.94096716  805.41813811
  814.28476826  596.55176822  593.92399677  594.42927106  680.98009102
  895.67074426  895.76618075  988.01368165  983.37804087  610.17395838
  609.61261829  610.41010364  754.82493631  608.64266666  661.397024
  597.20642058  596.34042819  851.25308919  933.91368254  882.85123324
  772.80444558  736.463365    665.05733101  620.68994848  682.50104769
  725.58006239  732.77217619  763.738813    726.05750362  845.19295216
  712.51241287  711.82413316  791.37351274  792.98155538  703.07292477
  769.58222993  840.0887874   604.49147129  602.23569743  603.35689759
  742.52031716  835.51939972  947.23036035  752.39369392  806.28969018
  677.94187975  797.86233934  797.77545071  863.85053031  590.99135621
  630.49563773  593.23132086  658.61341405  929.90792775  817.15127603
  857.09003369  772.33406838  787.87864558  641.96614114  643.50729076
  701.82175239  712.8892645   707.66252351  589.19320957  705.98380033
  761.48545257  692.4999404   896.27922042  826.42010109  745.42027148
  652.16112018  768.09229922  650.19467767  670.42041556  665.20532831
  644.23348395  703.57109253  838.60625799  765.94241349  764.76818124
  697.39817866  775.75735656  776.16999324  725.31643248  778.11661561
  631.73654842  595.86818417  725.50820581  616.32626764  811.57066091
  830.3131791   684.12427036  608.84770258]"
12,std_fit_time,"[  9.68574010e-01   9.34471585e+01   6.27422405e-01   7.51882893e-01
   9.07400032e+01   9.24069882e+01   1.26819262e+01   1.94427235e+01
   5.62067309e-01   2.00904783e-01   4.78080346e-01   4.97053274e-01
   3.51384703e+00   2.26707831e+00   5.88633896e+00   2.83251978e+00
   1.44366407e+00   3.31721699e+00   1.23778256e-01   9.13740908e+01
   1.33493603e+02   1.33558034e+02   2.34799069e+01   1.75304647e+01
   9.35293324e-01   1.46963475e+00   8.82264100e-01   1.02811971e+02
   1.19606092e+01   8.89566855e+01   2.08323969e+00   1.35947458e+00
   1.09473993e+02   2.30623012e+00   7.60842386e+01   1.10327230e+02
   8.86548706e+01   6.12400436e+01   1.40732361e+00   8.55418268e+01
   8.22368430e+01   8.52149927e+01   2.83218833e+01   9.23704264e+01
   1.15163662e+02   1.65746737e+01   1.63939237e+01   1.03747346e+02
   5.79666793e+01   9.50167912e+01   9.69293027e+01   4.74311225e+00
   5.33382788e+00   3.23675614e+00   4.19673987e+00   1.01161350e+02
   9.17881620e+01   5.94286859e+01   4.44927512e+01   1.01221758e+02
   3.68213186e+01   1.04316876e+02   1.04214336e+02   2.37161604e+00
   5.81302923e+00   5.25127028e+01   2.46681625e+00   9.51040591e+01
   4.08308278e+01   8.88950739e+01   1.26545913e+02   1.29422112e+02
   3.83672448e+01   3.30007186e+00   3.64202849e+00   8.20110015e+01
   8.27470978e+01   8.93604550e+01   3.21676400e+00   8.43872025e+01
   8.67520756e+01   1.80256012e+01   2.16941638e+01   1.03427190e+02
   6.81369087e+01   5.43180957e+00   8.39983030e+01   4.24000328e+00
   7.41492020e+01   7.05729324e+01   7.91326606e+01   7.90272640e+01
   1.07151887e+02   8.41093957e+01   8.29154479e+01   2.01081491e+01
   8.65661076e+01   9.23001723e+01   9.72510915e+01   2.36150598e+01
   5.22548214e+01   1.60353938e+00   9.42879394e+01   3.84809189e+01
   7.23918412e+01   1.82500026e+01   1.07629982e+02   5.60994382e+01]"
13,mean_score_time,"[ 347.34645907  294.71763555  268.84888577  289.24665244  301.31357972
  276.05134543  300.45094506  298.52128553  244.81852881  243.25232259
  243.3153011   243.91198373  381.3910439   385.53638514  382.61801974
  344.38974881  255.62629739  253.52674055  253.42643587  320.60028712
  308.17218574  310.64548763  342.33089987  338.29393649  275.26629424
  277.18648243  276.47121708  334.87734898  280.32572492  285.46282808
  253.2869184   253.9596618   302.5864838   328.38043761  301.66075285
  272.44473704  332.34242296  285.83654221  272.74950115  315.26611114
  315.70195079  313.00904036  313.04169639  317.44826818  298.05505037
  245.36188738  245.72755059  272.4917891   348.63211958  342.53397679
  341.46879705  374.54496868  255.91438802  257.60062591  255.82379325
  318.51401075  250.69777274  335.65526517  242.8262953   301.88405037
  272.8723654   335.49049862  335.14216566  335.10314147  252.41508182
  276.73526684  250.6538682   279.21501676  325.44486181  294.33036558
  284.90584183  261.49843462  345.61019333  267.90837034  269.05257916
  299.06535856  273.23242688  307.77781153  248.07936549  298.04957644
  262.00018088  239.41012979  299.0938255   280.95770669  307.34669352
  296.0405248   326.68006579  270.76034919  289.60381341  274.98853572
  276.84282525  298.88985483  284.09440573  263.80122145  263.43113661
  240.67235883  328.83655938  335.59687503  300.81230211  313.10363468
  277.63912638  249.68377837  305.57944075  248.76452017  218.57423774
  197.91383227  167.48711673  165.79201102]"
14,std_score_time,"[  1.21572409  36.7426335    0.13819487  29.12594148  33.06029981
  33.71897083  35.11580165  34.03834071   0.86864218   0.30221754
   0.87501635   1.40644348   3.32751258   1.14947002   1.82182317
  49.70800256   0.52293811   2.01485538   1.61926766  47.54329681
  44.18657893  47.29864958   3.26944062   1.49163996   0.3497546
   0.88989932   0.93656377  40.96379061  35.89291101  44.87185765
   1.05421891   0.37180381  42.77618874   2.11634994  40.77374358
  36.69201328  40.64196663  16.80030823   1.73753557  38.60496048
  41.30587942  42.40739857  39.96898836  31.11431125  39.01258145
   0.57015931   0.47970353  37.08187657  35.32112668  48.04644868
  46.00393456   2.87956055   1.3099046    1.60645332   1.26121851
  43.7054364    2.13750444   4.97728419   2.14671879  40.32594458
   1.21161354  43.86067676  44.23557783  40.16298789   1.39438798
  38.52295022   2.51316428  40.14584665   5.04871965  40.61210725
  33.61007559  30.58271031   0.81348563   0.95543548   0.49879858
  41.91710812  31.0944238   21.5105577    1.59461415  34.51702472
  34.50788936   1.42636107   0.95374512  29.33684793  32.81399836
  40.28497793  39.13626577   0.90164306  27.05057713  35.21658092
  33.04664895  33.26834555  30.02568693  33.87557569  33.71138205
   0.75645964  42.10114034  40.26163286  41.84957142  28.99879575
  34.89381625   0.95368813  40.23219792   2.99728681  60.12752023
   5.34865145   7.69049302  10.44492431]"
15,param_clf__C,"[1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 5.0 5.0 5.0 5.0 5.0 5.0
 5.0 5.0 5.0 5.0 5.0 5.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
 10.0 10.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0
 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0
 500.0 500.0 500.0 500.0 500.0 500.0 500.0 500.0 500.0 500.0 500.0 500.0
 1000.0 1000.0 1000.0 1000.0 1000.0 1000.0 1000.0 1000.0 1000.0 1000.0
 1000.0 1000.0]"
16,param_clf__kernel,"['rbf' 'rbf' 'rbf' 'rbf' 'poly' 'poly' 'poly' 'poly' 'linear' 'linear'
 'linear' 'linear' 'rbf' 'rbf' 'rbf' 'rbf' 'poly' 'poly' 'poly' 'poly'
 'linear' 'linear' 'linear' 'linear' 'rbf' 'rbf' 'rbf' 'rbf' 'poly' 'poly'
 'poly' 'poly' 'linear' 'linear' 'linear' 'linear' 'rbf' 'rbf' 'rbf' 'rbf'
 'poly' 'poly' 'poly' 'poly' 'linear' 'linear' 'linear' 'linear' 'rbf'
 'rbf' 'rbf' 'rbf' 'poly' 'poly' 'poly' 'poly' 'linear' 'linear' 'linear'
 'linear' 'rbf' 'rbf' 'rbf' 'rbf' 'poly' 'poly' 'poly' 'poly' 'linear'
 'linear' 'linear' 'linear' 'rbf' 'rbf' 'rbf' 'rbf' 'poly' 'poly' 'poly'
 'poly' 'linear' 'linear' 'linear' 'linear' 'rbf' 'rbf' 'rbf' 'rbf' 'poly'
 'poly' 'poly' 'poly' 'linear' 'linear' 'linear' 'linear' 'rbf' 'rbf' 'rbf'
 'rbf' 'poly' 'poly' 'poly' 'poly' 'linear' 'linear' 'linear' 'linear']"
17,param_tfidf__stop_words,"[None None 'english' 'english' None None 'english' 'english' None None
 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english' None
 None 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english' None
 None 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english' None
 None 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english' None
 None 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english']"
18,param_tfidf__sublinear_tf,"[True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False]"
19,params,"({'clf__C': 1.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 1.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 1.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 5.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 5.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 10.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 10.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 50.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 50.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 100.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 100.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 200.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 200.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 300.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 300.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 500.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 500.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'rbf', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'poly', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'poly', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'linear', 'tfidf__stop_words': None, 'tfidf__sublinear_tf': False}, {'clf__C': 1000.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': True}, {'clf__C': 1000.0, 'clf__kernel': 'linear', 'tfidf__stop_words': 'english', 'tfidf__sublinear_tf': False})"
